msoa11cd,Asthma,COPD,Chronic Kidney Disease,Coronary Heart Disease,Diabetes,High Blood Pressure,Obesity
E02006560,0.06320312791208893,0.030362259775711248,0.027866895631877598,0.05743837757143692,0.09070153381326146,0.2023346134164814,0.07569837077982801
E02002695,0.061253305628480005,0.03699286779988236,0.04350792287975899,0.057027668541899786,0.09503948671776379,0.23389841039061032,0.08335212850321352
E02001826,0.06316604855033617,0.039961718358545804,0.05588815803869193,0.05663725800234251,0.08478754350529968,0.1937522393867522,0.1580663814153947
E02004580,0.06985955622522046,0.029403382787811405,0.050659734596515,0.056437678656369526,0.0855193451765826,0.22855564646944207,0.12172030483489188
E02002633,0.06930581445650724,0.03616830543213369,0.08037174905968422,0.056342036966406016,0.08658420169677922,0.21261068173697856,0.13829629051793038
E02003987,0.07371831427405207,0.035699552586505624,0.10468382714552178,0.056248147499886186,0.08766633819134023,0.16127835831427598,0.10487521388820828
E02003904,0.07413663661225006,0.037520832587386664,0.04848548619729408,0.05586113124507319,0.07315345611918077,0.23932865404997722,0.1187940192789927
E02003988,0.07587550867241402,0.023193331294797375,0.09062736119591791,0.05580728906433463,0.07742055208608965,0.1683646624690574,0.12170158856597338
E02005706,0.07568596236410131,0.03502357759283596,0.05847671331135421,0.05564231751772804,0.08302987017046462,0.18010499027013888,0.13146574997079397
E02004330,0.06864919004368322,0.04730970416161042,0.05736598117568672,0.05528954422366482,0.07544075863542679,0.1858768512312199,0.17295796182025108
E02005436,0.07119399074806385,0.03172840363630416,0.09988865446562516,0.055169161607550574,0.10119805745881062,0.19223204400255536,0.11850699695796668
E02004399,0.06860868237057159,0.030941833227724834,0.05955796902418354,0.055155413859894725,0.08526072274346032,0.2246125797681448,0.09680731324994538
E02002714,0.06556850537979914,0.03093334677240386,0.05117448743537568,0.055079495762387166,0.09203729064308341,0.18949508062742842,0.13004259829236312
E02004138,0.07181493971031837,0.02460970412064792,0.09343499144080858,0.0550407851660875,0.08753099152674523,0.21871979378572826,0.07636921538181556
E02004251,0.07198465602516065,0.01868353878985827,0.06317477357225874,0.05480962614209212,0.07013392790315337,0.19241174254417073,0.09377960498770285
E02004242,0.06767810072051933,0.02063133791414601,0.05975554309990076,0.05476284347859975,0.07263736939343154,0.18734904333658037,0.06786329582544486
E02003965,0.07030085274952451,0.025717370070321093,0.053265691510160654,0.054758739032044694,0.07831101646382323,0.17435723077283538,0.1107019134560931
E02005210,0.06581065562036438,0.02863759240933645,0.07050491218500399,0.05473618661000604,0.06774135846799736,0.1937802352872657,0.10436051206719019
E02004140,0.07008469801268014,0.01886460786665676,0.08791083541864958,0.0546033948152718,0.08242885305427651,0.23199074995577718,0.04931201710511605
E02004331,0.061383420181254394,0.043392131378372584,0.04610912637561534,0.054598424866712215,0.08240569083182477,0.17865902678635825,0.1877289726409293
E02004139,0.07011624834379476,0.018890414692339964,0.08780794079228191,0.05452346976004471,0.08240914335402612,0.23160601774730216,0.04963478246093306
E02004800,0.07572288469511637,0.021965949249052086,0.04729650763172554,0.05450518339976908,0.06736827192637874,0.2185304487788346,0.06699826141953732
E02005425,0.08192976353898554,0.02947939042687483,0.10354422426623071,0.054413847270757695,0.08027709811592383,0.21283363186298473,0.1213066764589308
E02005207,0.06673792331422514,0.028407533411211213,0.06999932520520294,0.054213058930982175,0.06921972026910171,0.18954871251861716,0.10296148943802858
E02005739,0.07381396351677122,0.04073628290859444,0.0748736485674295,0.054212489318030715,0.08790970966122881,0.17452173071073362,0.16584552761895985
E02004332,0.06610105050146993,0.041503376503212557,0.042447445457488325,0.05420800375214428,0.07674545155109283,0.17604010468497944,0.18348055606449445
E02004400,0.06357353739307711,0.025760846942332688,0.06082822079512409,0.05414842454441927,0.08359256137365463,0.22794103359187365,0.09371675758740247
E02004185,0.07158086459584984,0.01909314054746575,0.05425026979721809,0.054022281441127064,0.07706083761387714,0.1638934563131551,0.10849805931480293
E02005509,0.07701220348651115,0.03021056362763372,0.07948574386048482,0.053963341421041054,0.10069002251044824,0.2248745016489994,0.11625987952654092
E02005328,0.06910119435986037,0.03194043639305087,0.07245136813480131,0.05392596948758714,0.07961383393579564,0.19489377874518093,0.13095066723583715
E02005798,0.07178934478980634,0.02504647823214305,0.05817514038142206,0.05390980242761675,0.06771549804091902,0.18450141736769657,0.11185751596051581
E02003993,0.07309714122007618,0.022489559148178427,0.08323892126221448,0.053882808400601515,0.07554637567121007,0.1642301182084331,0.11491060931802984
E02005707,0.07528934724059608,0.03299787231485352,0.05736138574628503,0.05384029056890716,0.08242703903326734,0.1814254348840322,0.12829928442240174
E02005807,0.0827755810443205,0.021326600541068844,0.04898696554312285,0.05375877692871617,0.06948742087673425,0.20051904600821038,0.10777961130364778
E02005112,0.06663495189813774,0.03750904808878699,0.07190604490611113,0.05338410450452704,0.09481738565200569,0.22504292009691076,0.1113648885791557
E02002124,0.06901618194596373,0.02327738888138846,0.0558145778041922,0.05337981365517854,0.0751205747880236,0.18966072959855018,0.1185983591393157
E02005553,0.07486307484163314,0.02748459265075388,0.03345422992390154,0.05330711398886025,0.08707282100533947,0.22707820315628113,0.09200253990517103
E02004336,0.0663506749525179,0.03996513133787642,0.037223406674582675,0.053251373664459825,0.087114218698075993,0.1738041878369709,0.13544475828771552
E02005327,0.06635319985902037,0.028680635152530238,0.0566231432886726,0.0529980852170018,0.07343544503412358,0.19856181927649683,0.12554858008666223
E02004323,0.06754794958948138,0.04478676822470188,0.0562390670315261,0.05295262383317179,0.08267270616505346,0.1723700207518281,0.17069456174618125
E02004005,0.07292410046935982,0.03476459072664094,0.05894477674714218,0.052927895672647385,0.0844920025422099,0.1711029080189264,0.11752674754509133
E02004402,0.06729306190822325,0.030114478955324542,0.05480236535937024,0.05282723937994664,0.08355159230690752,0.21856253953744895,0.09345621855899841
E02005583,0.07280500830203036,0.02725316066320102,0.07558085837148654,0.05282537961347272,0.08215812660912142,0.21011279967673752,0.13582364798890945
E02004322,0.0630074840375076,0.03791691144557603,0.06135909673896146,0.05282211838130438,0.07814916231000026,0.17840075063049587,0.16599166887752995
E02005799,0.07603412057290984,0.023376346712245224,0.04976567534536475,0.05282072884482582,0.06807478633392432,0.16875861333945552,0.10788203294266877
E02002693,0.0687474082253138,0.021808045572861923,0.05545171185692951,0.052726822518469184,0.0824711495652589,0.19020420940663382,0.11328023743273383
E02002691,0.09075723269960717,0.024629454743735544,0.05667247753225494,0.052722861483507834,0.07596419282186213,0.18391021875382846,0.11622092829704746
E02006892,0.09042910473584348,0.024954075548983285,0.05506855799253308,0.052686035043519805,0.07863726604222797,0.18585605097693103,0.1183830797609834
E02006574,0.06317475138785163,0.03451820761986756,0.04865661300441974,0.05267242487952435,0.09564807578627858,0.21745445253146048,0.09185868721114442
E02004267,0.07297319382616549,0.030537352590326364,0.100877237638518,0.05264246122521741,0.07431820653780127,0.20853931909864018,0.09253281506996505
E02005208,0.06300141317471956,0.02689974651376709,0.07214111678587562,0.05263553482165863,0.07020439308985464,0.18146888014024606,0.09622855423600513
E02004137,0.07365663661285687,0.022567084456583928,0.0905463392041839,0.052456435990975436,0.08559305913550284,0.21469127835611523,0.07237484225568432
E02005430,0.07433885414950557,0.0238441317968889,0.07700528211553352,0.05239408493813038,0.08703307060744873,0.17853856639756127,0.1461703637208516
E02004350,0.0754837411151067,0.032595061666478894,0.037863841050716315,0.05227881081093648,0.0846322680118658,0.18358256016156665,0.13866522923262692
E02006891,0.089321743353912,0.024868280282364787,0.05352873824583698,0.052255741828142986,0.07957607315264882,0.18577299459008814,0.11864777901865001
E02004027,0.07171400725426487,0.023288148129707305,0.06547973525791359,0.05218765252672999,0.07300146242993118,0.211988092046522,0.07157624783442508
E02004799,0.07561883320984492,0.023974241235120545,0.047801765287339266,0.052128940319033264,0.071085288722239,0.20191082863508697,0.08083269067995427
E02004790,0.06924006952407823,0.020989256763041513,0.0491195003486727,0.052016539803500364,0.06306159339608679,0.17058167862365586,0.07294726787833593
E02004000,0.07948394357276095,0.034853455818650465,0.06105869377979688,0.0520071105534467,0.08953051696512761,0.17092337095802568,0.12064710508451286
E02005434,0.07198490617507973,0.02213546091167026,0.0835969616705366,0.05198789946306642,0.08212302555576327,0.1789483794080452,0.11295223741062689
E02005329,0.06925898549148826,0.029604640607218475,0.06712217947019103,0.051954847591342876,0.0750124345376309,0.184241314638112,0.12451562750205741
E02005211,0.059347081081240115,0.02837608782079367,0.06518423727238963,0.05191319897781107,0.06533473591604516,0.19614862840531314,0.10744876517026487
E02005735,0.07408365511335914,0.03550836605447914,0.047079000658126785,0.05190611294204499,0.0794263707052796,0.15808992923184026,0.16234727148181224
E02004401,0.06293823699010787,0.025961562114589137,0.055125636097943985,0.051896493906441694,0.08206756299444788,0.22119357244267104,0.0906212621996685
E02005562,0.08299469952733378,0.025496090624434503,0.07346839145557409,0.05185590847829985,0.08764227826823247,0.20871616870890766,0.12901151121200405
E02004276,0.08009173983964583,0.026105531363913623,0.07789731096031921,0.05182670756801993,0.06458704011467452,0.18158795684879137,0.08846240284535274
E02004590,0.08459093472688699,0.05255294250984921,0.06465845035635372,0.05180448979214517,0.10639893089778571,0.21438214839618228,0.15725760635973396
E02006009,0.08202722692392414,0.024081291342967204,0.06050993934494764,0.051718528362817075,0.08347399059088526,0.20266779297750795,0.12412356238347613
E02004327,0.06004805062929065,0.04826330411122456,0.04048851616213257,0.051680234509127024,0.07871044139746732,0.17504919414109488,0.1613121307273408
E02004329,0.0631434907971973,0.04576064198272618,0.04640360587395093,0.05166935246023019,0.07547011319166312,0.17570987569530047,0.16233237025576827
E02004274,0.08011940956553452,0.02586469944096176,0.07734135879076151,0.05163858119557663,0.06442779783051837,0.1816385187951313,0.087567834482908
E02005330,0.0678965681206138,0.02892564610761061,0.06598542356867816,0.05163222299035136,0.07283738519319595,0.18382472237439312,0.11898840955267413
E02004320,0.063815689065153,0.03742529822150977,0.06830587498716202,0.05158050377514251,0.07470012287206267,0.1802956313937689,0.16712601504608077
E02004321,0.0646209365396707,0.03750828766612118,0.06905396379685284,0.05155621365558104,0.07453680417248024,0.1801768134410942,0.16899027145615428
E02006113,0.06321422425105312,0.02723961147453998,0.0510307248482038,0.05154928412148261,0.07712563482629092,0.19639781159513367,0.0938290458116043
E02004798,0.07334615484305708,0.023495327416255585,0.04453450516896409,0.051540710707498376,0.07080359328761253,0.19796981310906225,0.08450256844561402
E02005206,0.0657770347204193,0.026882495486697886,0.06639360952590884,0.051536771399529245,0.07211491837837196,0.18252104785396014,0.09749527635912601
E02005737,0.07437874436607639,0.03449163633987843,0.04853806832546505,0.05149339296710117,0.08004012783563012,0.1621227539610559,0.1658465357581353
E02006114,0.06612743135451157,0.027149544233485562,0.05388603348062105,0.05146406728994432,0.07435110508294288,0.20097678909403127,0.09797676298230269
E02005574,0.08035191185785562,0.03228371750380799,0.059620456924557315,0.05138896751009276,0.0837501670279782,0.2070836279394849,0.10439459010964157
E02004398,0.06652110647364944,0.028955914934014195,0.05183699850532739,0.051354584505046125,0.08249994241548561,0.2147415125706659,0.09273941782537803
E02005736,0.07496885757045207,0.03411734519839807,0.04804648249107824,0.05131610556642133,0.0811092573243205,0.16324369465069735,0.16632058554265333
E02005728,0.06874799181571935,0.03734817774537614,0.07483700636393763,0.0513079237572351,0.08411037104109378,0.20080870195932982,0.14471438191380256
E02003967,0.06559888463676385,0.029515830711067486,0.07147993011671756,0.0513078046141575,0.08350983257389158,0.16733331257044906,0.1429799263827217
E02002704,0.06336323864455103,0.026484851501409137,0.04511712560774342,0.05126686017677484,0.08399064918329555,0.19562838159031729,0.11428452153047
E02004328,0.06263894881723497,0.04593254762469918,0.045302190088826244,0.05125224120420718,0.0755056202380884,0.1746033881402798,0.1614447394240308
E02004275,0.08063281030140404,0.025394464094344673,0.07275845303852287,0.05123497418037365,0.06286718025986028,0.1861265894639815,0.08042419938048014
E02004240,0.06481585788357294,0.019998273839319507,0.0528850883984147,0.05113889259745493,0.07172213112994016,0.17271904366631405,0.0701717573006455
E02005139,0.05752920203666926,0.037010834265958414,0.08681643981609395,0.05111025523831361,0.08547904945293933,0.2260185717444666,0.10690126254686802
E02004003,0.068587906613909,0.030568948859614222,0.054944873062929764,0.05109392969074607,0.08091002576990644,0.16452563419698915,0.11182399504069611
E02005738,0.0757287585181917,0.033267028066395934,0.04842092672250529,0.051088076706975204,0.08306132486410765,0.1670136061611925,0.16850071633766958
E02004025,0.07283455733368181,0.019102936117793914,0.051357790108178605,0.051036339821803514,0.06114157740064559,0.18203319023451614,0.07390783619677692
E02004351,0.0689332842755449,0.030354573579095594,0.042235719177880895,0.0509687337014406,0.09035787273059752,0.17594809370731626,0.15974306955022302
E02005472,0.06296118030067298,0.023229891366350144,0.04672536441039745,0.0508964470569128,0.09968490444548864,0.2052175673821904,0.11353378191118324
E02004325,0.0632860409620505,0.04588810358562593,0.04541599603613041,0.05085976963293353,0.07581386017289467,0.17495124515570953,0.15826759954464803
E02001445,0.060371542029143396,0.021339105103164828,0.08174327600494054,0.05078223417578285,0.06435363423054802,0.1865633623330477,0.10563208446347351
E02004346,0.0695607533297006,0.022634722907894284,0.05470056625194101,0.050648842594705194,0.07918617461724735,0.22158990215340088,0.14601834549515744
E02006299,0.0670388621230708,0.02807630738687885,0.0889926939668784,0.050643866810093134,0.07107588552627701,0.18394751634692003,0.10703710947137182
E02005498,0.06649596585393186,0.02436779783480703,0.08790389552903463,0.050630032615528675,0.07801943589873003,0.18643013128793026,0.14349653191659203
E02004582,0.07064669666523828,0.03559977357852162,0.06461327434416092,0.05062800952746783,0.09472264139693672,0.22289430570760094,0.14614736028091713
E02006115,0.059804922674833366,0.026673663648959893,0.05692334370977446,0.05060564965860812,0.07848022997681997,0.19968584984544735,0.12108375252545019
E02001407,0.06630648453674384,0.024603881208667546,0.0467483409107879,0.05047958755310256,0.07686456899859673,0.2022547879007727,0.11394611806199881
E02003171,0.06763825135846792,0.03086291261469795,0.08628078457619702,0.050376073998810014,0.08165829282356118,0.21883942837222498,0.07550154481751595
E02005704,0.07394219466759726,0.03022968100390441,0.0580747967158374,0.050367767873857466,0.08386441007628222,0.1867394499008929,0.14293266311246997
E02005502,0.08638554266911834,0.021269734574637204,0.09390127100290589,0.050364929204615404,0.08434264267488427,0.18108953943678757,0.12189924087120164
E02004220,0.06239204596252152,0.023369455581549983,0.05511214587609069,0.05027267883007281,0.07121069987676479,0.16075848319997013,0.11608286277372407
E02005805,0.08693007175017614,0.02680539268282945,0.03777284906470507,0.05025972100902626,0.07542474881165832,0.16946428283975373,0.13243267782409854
E02001824,0.05814304012707122,0.035839206804702435,0.06085292045557385,0.050252597386944445,0.07748943556767031,0.18827975121734172,0.15668079946957128
E02004349,0.075960100073124,0.03217151987651453,0.03414044193503421,0.05021092201574446,0.08089813452821612,0.1797645200059292,0.125254874790194
E02005734,0.0782705346239246,0.033107293002423,0.05565239170028913,0.050198614606356225,0.08752444420795613,0.17439910410616266,0.1749135382820446
E02002770,0.06443211362478392,0.021960425398952103,0.04910738974451579,0.05007975235363663,0.07728157338647633,0.17337229203981686,0.09308576772319258
E02004273,0.07551621989573976,0.0248658618786892,0.05468393858059302,0.05004443358220029,0.05995616325190932,0.19032279740262603,0.05508164690385696
E02004348,0.06646544260182721,0.030929891236356248,0.05263137693547089,0.050003428711627294,0.07820269774206053,0.2141442044563866,0.09840179259694179
E02005720,0.08118314561626051,0.03285580781277509,0.06043001386751313,0.04999885754980129,0.08941054217758675,0.1878302820338627,0.15965048868223092
E02004796,0.07052972409882093,0.023005024450688874,0.04468620341209439,0.04998585088536897,0.0684047984832312,0.1971136692691701,0.0801256672038292
E02004311,0.06183243235525454,0.02723809398382543,0.04237829664816201,0.04997282011193015,0.0791012514558063,0.18318056764626017,0.11020160986358354
E02004221,0.06386121285962103,0.023038167996532456,0.052375146994990796,0.04995175566200619,0.07042228086755943,0.15808474152616753,0.1138223363670285
E02006095,0.07156964468048756,0.02032343623336962,0.04502448804559495,0.04991877910169909,0.07505211627289106,0.2171400089870208,0.0821932955214069
E02001446,0.059601696375511416,0.02167453435893612,0.078400280834799,0.04990448470202112,0.06512738226948901,0.18798979007676545,0.10505113884301434
E02004236,0.06473557165703368,0.019445107420924906,0.053074376230560806,0.04989899636965748,0.0694818219662561,0.16711084072777874,0.07037959145274755
E02003170,0.06742495616545632,0.03074697856300837,0.08567718335919804,0.04986961107863324,0.08160227076799022,0.21789823304438893,0.0747911987691137
E02004345,0.0697577232870887,0.02768445169653313,0.03987519313649955,0.04977583512080697,0.08373121335245678,0.1769477882387761,0.16129517537106514
E02002131,0.06787732233981424,0.02233598924973997,0.05712512149936555,0.049769173155944875,0.07394970912525427,0.18323526039471916,0.11301421840013387
E02003930,0.06343192191170563,0.024290234601100077,0.06637793671042973,0.04974698185776044,0.06644198659181745,0.18530363591608093,0.13960129598677723
E02001823,0.05945671545039128,0.03460453554880476,0.05853824833197712,0.04973670669379048,0.07563426814584165,0.18533820170220147,0.1563277991655883
E02006301,0.0698144508436947,0.028771835308872843,0.08861747945983531,0.049733641626668976,0.07279477977015224,0.18745539734370345,0.10501776894791262
E02005580,0.07571261796379188,0.019160885116360837,0.04464591431466426,0.04972208664222826,0.0773145142130251,0.17037821361720853,0.10875516628962628
E02004324,0.06605113656657845,0.04375522143807672,0.04989674663258161,0.0497172610336833,0.07369951368879188,0.17495714607964927,0.15158657738249953
E02004788,0.06961189965597629,0.02009583559936979,0.04512516319058559,0.04971265425783493,0.06305328189150675,0.16700232771201928,0.07217891540623565
E02004006,0.07146512264340452,0.02819975499963834,0.06666510686402836,0.04968909691145308,0.08503835617447762,0.18156858563601422,0.11783764662483596
E02002712,0.0603566329152012,0.02253150209466487,0.04009227737425424,0.049668523442658534,0.08146850015510942,0.18480018057480174,0.10127459965878917
E02004135,0.0717239890811668,0.02276707945430401,0.06871972781861066,0.04966045968587963,0.0760166992369437,0.20365373532728495,0.06600843619850144
E02001448,0.059047021051153045,0.02237617886858142,0.07381811431610301,0.0496568210404687,0.06721908894841482,0.1941736472014563,0.10359488589193568
E02004343,0.06747895037693007,0.030785346599340385,0.03416306525041591,0.049625799927886516,0.0859904044445897,0.16991286374439565,0.14003029844957127
E02004002,0.06878075830122019,0.030376073413116315,0.05497463557959145,0.04961704321167717,0.08572297201862604,0.1680994826246937,0.10513706275693918
E02004287,0.07445248429047874,0.02988586692636812,0.05614305908322442,0.04960400290741848,0.07306245007789192,0.17030326071928029,0.09570753454783613
E02004004,0.06728245613568169,0.030124669632381477,0.05396420706614162,0.04958688101431543,0.08664677870507799,0.16854905784229482,0.10347926041521106
E02002716,0.060254707167655776,0.02247291392529899,0.04022486290269474,0.04956486244627179,0.08146643553220952,0.1844057348198365,0.10089522842192683
E02004282,0.07421901633100736,0.026970588660928982,0.050060400841689445,0.049520532680413815,0.06630207204295563,0.17737838872973005,0.09968462662849469
E02004246,0.06970190590368944,0.020181781682718017,0.04441361972816037,0.0494550535928463,0.06379794524183724,0.16680909479101375,0.07392763871188547
E02002116,0.06556706531571758,0.025792203978220563,0.059181152297409265,0.04944328925150748,0.07884857276080073,0.18279805883434727,0.13259582094247999
E02005111,0.058116853321199986,0.02404552247660133,0.054977753606411175,0.04943028390349893,0.07254704092932406,0.20058458717867741,0.07832378931988021
E02004284,0.07496810592241028,0.027396377298977155,0.053359089220887224,0.049423761755473014,0.06957177474589553,0.1749314673174988,0.1023192386422522
E02005431,0.06283570676370645,0.026218395725725267,0.08132888122788696,0.04942265543445279,0.09297120882873779,0.19612731596852528,0.11979840810717311
E02005740,0.06820244556859768,0.03497125179719533,0.05818956478100724,0.049408406292835674,0.08892013552858094,0.16545907718341973,0.16538594429553302
E02003592,0.07422229341857019,0.02386134156626588,0.033254331298445405,0.04937703513114465,0.08278559094183534,0.207628616317414,0.06073529867101201
E02001791,0.06163038778391808,0.03167399245165373,0.05594404729979852,0.04935429543038773,0.0648283204729316,0.17159248086383225,0.12250866412693735
E02004001,0.06852251949802701,0.030161446313301133,0.055940983253074825,0.04935415969949197,0.08593120023916546,0.16855184318269464,0.1046311373621586
E02005797,0.0719697349354924,0.028628422119678264,0.06518230390543654,0.049336048156798276,0.06896782145975039,0.18031214900477,0.12090147584150195
E02004344,0.06730776773079017,0.030805306191080867,0.03444605289487976,0.04927760341910842,0.08602079644690541,0.16922958705181554,0.14164487544282142
E02005582,0.07939657729448807,0.03054386736558759,0.07120537825115598,0.04927593176320394,0.08717263043719861,0.21810953133888863,0.14203929505236304
E02005795,0.07204374175737266,0.028781298249920397,0.06570563354015166,0.04924756272386421,0.06909700277405029,0.1798422196934258,0.12095275312625885
E02001817,0.058032874245829126,0.035886512451816885,0.042513346385892846,0.04923145012386084,0.06968835846629301,0.17097211896483536,0.13510132686599172
E02001792,0.06137901507459809,0.031485475984747956,0.05408340175037896,0.049216455793039175,0.06468749790315077,0.17189116429060755,0.12090062171533322
E02001818,0.057514208026914364,0.03683182284430913,0.04020086827933234,0.04921600327745033,0.07284085388015019,0.17855926580139198,0.15796805295665212
E02001613,0.06065949551068367,0.023262152256466124,0.061172039572661666,0.04921153554150087,0.07682156068883465,0.1684404260162036,0.13743934086836526
E02005572,0.07646442933723752,0.031995622956952456,0.04865228001090368,0.04919774701662216,0.08391816116371296,0.2054681776830821,0.08883389884183925
E02001793,0.05931475349748325,0.040558202102475474,0.04764393899738257,0.04915588396520067,0.07398298084386495,0.16821022981362463,0.1260832163865904
E02004116,0.06810497903033556,0.032573768042221334,0.0760196618892165,0.049152206047003724,0.0916521782590354,0.19117300894503048,0.10758729534990451
E02005439,0.06874115416344254,0.022771119522042468,0.0820619678336673,0.049130121983870276,0.08900298919363343,0.17088470201362263,0.12477643097869567
E02001774,0.05763626195718143,0.03711002252726404,0.06160674519120899,0.049114053316477516,0.07666696824926603,0.16247813334655212,0.15617995108062735
E02003946,0.063136873734931,0.025983535039338777,0.04735208124747771,0.04909571296794377,0.06910824007179256,0.1843829075306811,0.11439388748784388
E02004779,0.06978935829115487,0.01847070687481674,0.048568772090472195,0.04904336240880306,0.062234102276073164,0.18363902069511537,0.07201334439840003
E02001821,0.058507695975212,0.03570066583755563,0.04171422303154422,0.04904137576212614,0.07047878548565419,0.17240973746977822,0.13878096264601583
E02004354,0.07060604881223412,0.036804620450000616,0.040035704424159206,0.049034168900650356,0.0879712240716637,0.1680170173257569,0.1658063608012978
E02001814,0.057933620554610085,0.035829832205241274,0.04161340618852289,0.049024783521805844,0.07300683755890552,0.17549688049705087,0.12666490479511075
E02001614,0.06313937176407934,0.025303010350714004,0.06432402085456321,0.04902350147757297,0.07535703033703417,0.17143535899696086,0.12358866424351082
E02004281,0.07573351540148593,0.02720455701004951,0.05777679945133697,0.04899232531908184,0.07143101346542949,0.17540827331278572,0.10875872333562865
E02003995,0.06359380830725907,0.02298005769204136,0.06382952004935959,0.04898736778004021,0.07084939952781351,0.14784883613756614,0.10372129114170722
E02001411,0.07607263333741429,0.03347089100783427,0.048441920699050255,0.048984482564649094,0.08302467471033853,0.1781256766322717,0.13505322029349792
E02004586,0.06877980422066972,0.03658474685940864,0.06930573838797885,0.048952945359808014,0.0961551801034083,0.21418879817537945,0.14217210622666226
E02003892,0.067077983728985,0.02167475177298649,0.04558048119608058,0.04894018993520637,0.06839091604917161,0.17944595008365374,0.09756207116844717
E02003990,0.06377546638285199,0.022847051560349333,0.0639439564218918,0.04893696366280066,0.07214591810799402,0.1495211048338336,0.1123879836145336
